,id,author_id,rank
212,1739175.0,1931685,2
213,1739175.0,144337513,3
214,1739175.0,1722449,4
215,1739175.0,1739175,5
216,2254232.0,145662275,1
217,2254232.0,34489526,2
218,2254232.0,2733541,3
219,2254232.0,33591970,4
220,2254232.0,1939058,5
221,2254232.0,2254232,6
222,144883384.0,2842650,1
223,144883384.0,3137133,2
224,144883384.0,1816047,3
225,144883384.0,144883384,4
226,1702744.0,144724945,1
227,1702744.0,145310230,2
228,1702744.0,2291514,3
229,1702744.0,1702744,4
230,145819842.0,144032384,1
231,145819842.0,1790969,2
232,145819842.0,145819842,3
233,9452165.0,144881504,1
234,9452165.0,7150554,2
235,9452165.0,1720429,3
236,9452165.0,9452165,4
237,144055676.0,145563465,1
238,144055676.0,34840427,2
239,144055676.0,144055676,3
240,1706216.0,48913682,1
241,1706216.0,1706216,2
242,2487205.0,2487205,1
243,144685860.0,1699710,1
244,144685860.0,1699464,2
245,144685860.0,144685860,3
246,1398832206.0,1808458,1
247,1398832206.0,3041872,2
248,1398832206.0,1689531,3
249,1398832206.0,1398832206,4
250,1706585.0,145551562,1
251,1706585.0,1768896,2
252,1706585.0,1713646,3
253,1706585.0,1706585,4
254,1713880.0,1773775,1
255,1713880.0,2720709,2
256,1713880.0,144162611,3
257,1713880.0,2518189,4
258,1713880.0,145526918,5
259,1713880.0,1727784,6
260,1713880.0,2577769,7
261,1713880.0,145116379,8
262,1713880.0,1755645,9
263,1713880.0,1767834,10
264,1713880.0,1809305,11
265,1713880.0,1761220,12
266,1713880.0,34889688,13
267,1713880.0,1713880,14
268,48240362.0,2247926,1
269,48240362.0,47939505,2
270,48240362.0,7200686,3
271,48240362.0,153493834,4
272,48240362.0,122135877,5
273,48240362.0,48240362,6
274,3164630.0,1729265,1
275,3164630.0,2483941,2
276,3164630.0,1686813,3
277,3164630.0,3164630,4
278,35593499.0,35593499,1
279,50877490.0,150344490,1
280,50877490.0,50877490,2
281,2373742.0,1725244,1
282,2373742.0,2373742,2
283,145638380.0,40071174,1
284,145638380.0,2347748,2
285,145638380.0,37409274,3
286,145638380.0,145638380,4
287,145837053.0,48379459,1
288,145837053.0,143791274,2
289,145837053.0,145382103,3
290,145837053.0,48215879,4
291,145837053.0,144209663,5
292,145837053.0,145837053,6
293,1705627.0,47839689,1
294,1705627.0,1786891,2
295,1705627.0,1705627,3
296,2211239.0,29907488,1
297,2211239.0,30057728,2
298,2211239.0,2211239,3
299,145874798.0,2453556,1
300,145874798.0,1737249,2
301,145874798.0,145874798,3
302,143993045.0,144122431,1
303,143993045.0,143993045,2
304,144740161.0,1762952,1
305,144740161.0,144740161,2
306,1700845.0,1726246,1
307,1700845.0,144568986,2
308,1700845.0,143623342,3
309,1700845.0,1700845,4
310,40448487.0,144137447,1
311,40448487.0,144038070,2
312,40448487.0,40448487,3
313,1788941.0,1718469,1
314,1788941.0,144161012,2
315,1788941.0,38981769,3
316,1788941.0,1788941,4
317,1744808.0,2493222,1
318,1744808.0,144137629,2
319,1744808.0,1744808,3
320,145310230.0,145310230,1
321,2478475.0,2162622,1
322,2478475.0,2478475,2
323,2505610.0,47832946,1
324,2505610.0,2505610,2
325,3267931.0,3267931,1
326,3081096.0,1803140,1
327,3081096.0,3081096,2
328,1685613.0,2128799,1
329,1685613.0,1685613,2
330,33905848.0,1700042,1
331,33905848.0,3073763,2
332,33905848.0,33905848,3
333,1709598.0,2441288,1
334,1709598.0,1709598,2
335,144305675.0,144872567,1
336,144305675.0,31751655,2
337,144305675.0,144305675,3
338,1723744.0,1781565,1
339,1723744.0,2551824,2
340,1723744.0,1723744,3
341,2083839.0,1683793,1
342,2083839.0,1800547,2
343,2083839.0,37318483,3
344,2083839.0,2083839,4
345,70023682.0,2493776,1
346,70023682.0,2805781,2
347,70023682.0,1393723224,3
348,70023682.0,4032308,4
349,70023682.0,1754243,5
350,70023682.0,32122487,6
351,70023682.0,35656939,7
352,70023682.0,1815875,8
353,70023682.0,1744127,9
354,70023682.0,2241989,10
355,70023682.0,1690903,11
356,70023682.0,6803671,12
357,70023682.0,70023682,13
358,145692602.0,145746402,1
359,145692602.0,143618482,2
360,145692602.0,145692602,3
361,1791522.0,2018385,6
362,1791522.0,2153304,7
363,1791522.0,1791522,8
364,50814746.0,1777650,1
365,50814746.0,1784321,2
366,50814746.0,1806709,3
367,50814746.0,145914690,4
368,50814746.0,50814746,5
369,1740872.0,1714744,1
370,1740872.0,41178656,2
371,1740872.0,1818827,3
372,1740872.0,1764854,4
373,1740872.0,2726326,5
374,1740872.0,1740872,6
375,1397958221.0,48608303,1
376,1397958221.0,1935336,2
377,1397958221.0,1397958221,3
378,34578420.0,1718221,1
379,34578420.0,34578420,2
380,2040565.0,29505404,1
381,2040565.0,2040565,2
382,1686940.0,2755290,1
383,1686940.0,1686940,2
384,145228019.0,145612369,1
385,145228019.0,1692763,2
386,145228019.0,145228019,3
387,9709946.0,34808484,1
388,9709946.0,2012491,2
389,9709946.0,9709946,3
390,1897617.0,67154907,1
391,1897617.0,40617873,2
392,1897617.0,1897617,3
393,145192019.0,2211655,1
394,145192019.0,2991336,2
395,145192019.0,3041082,3
396,145192019.0,144838342,4
397,145192019.0,37521361,5
398,145192019.0,2739949,6
399,145192019.0,1773350,7
400,145192019.0,145192019,8
401,1808400.0,2366624,1
402,1808400.0,145870560,2
403,1808400.0,1808400,3
404,144072592.0,39803999,1
405,144072592.0,145814216,2
406,144072592.0,1819397,3
407,144072592.0,144072592,4
408,144348501.0,3023141,1
409,144348501.0,46396571,2
410,144348501.0,1679769,3
411,144348501.0,144401818,4
412,144348501.0,2445753,5
413,144348501.0,144348501,6
414,1719007.0,1705375,1
415,1719007.0,1719007,2
416,37098183.0,34662389,1
417,37098183.0,37098183,2
418,15546834.0,153631033,1
419,15546834.0,15546834,2
420,48822877.0,1695576,1
421,48822877.0,144988097,2
422,48822877.0,1702650,3
423,48822877.0,1786275,4
424,48822877.0,1797810,5
425,48822877.0,1793467,6
426,48822877.0,34746380,7
427,48822877.0,1782777,8
428,48822877.0,1796058,9
429,48822877.0,46258763,10
430,48822877.0,48822877,11
431,38758752.0,65727774,1
432,38758752.0,71200597,2
433,38758752.0,70298986,3
434,38758752.0,28050531,4
435,38758752.0,38758752,5
436,3292444.0,4928742,1
437,3292444.0,51937572,2
438,3292444.0,3292444,3
439,2413949.0,2202991,1
440,2413949.0,2413949,2
441,1720917.0,2215872,1
442,1720917.0,1679182,2
443,1720917.0,1720917,3
444,2250785.0,1391018610,1
445,2250785.0,2173915,2
446,2250785.0,3142068,3
447,2250785.0,3187537,4
448,2250785.0,3025031,5
449,2250785.0,32402107,6
450,2250785.0,1397298543,7
451,2250785.0,2250785,8
452,145034082.0,144963510,1
453,145034082.0,31443785,2
454,145034082.0,1789973,3
455,145034082.0,145034082,4
456,145906750.0,145642974,1
457,145906750.0,144513592,2
458,145906750.0,145906750,3
459,2175374.0,1761445,1
460,2175374.0,2175374,2
461,144913176.0,39004967,1
462,144913176.0,1705882,2
463,144913176.0,2127786,3
464,144913176.0,2084494,4
465,144913176.0,144913176,5
466,143647308.0,50022014,1
467,143647308.0,2756899,2
468,143647308.0,143647308,3
469,2964647.0,8354543,1
470,2964647.0,2764976,2
471,2964647.0,1749307,3
472,2964647.0,2964647,4
473,1896540.0,1813481,1
474,1896540.0,1896540,2
475,145709776.0,145170932,1
476,145709776.0,1713164,2
477,145709776.0,2666397,3
478,145709776.0,145980903,4
479,145709776.0,1718099,5
480,145709776.0,145709776,6
481,1782535.0,1774251,1
482,1782535.0,1807154,2
483,1782535.0,145918049,3
484,1782535.0,1782535,4
485,2337345.0,3142333,1
486,2337345.0,1749530,2
487,2337345.0,3275651,3
488,2337345.0,2337345,4
489,1404630607.0,52051730,1
490,1404630607.0,37168802,2
491,1404630607.0,1404630607,3
492,35185611.0,143810944,1
493,35185611.0,1884376,2
494,35185611.0,1766216,3
495,35185611.0,35185611,4
496,1708469.0,2700879,1
497,1708469.0,1905121,2
498,1708469.0,49235356,3
499,1708469.0,39533577,4
500,1708469.0,143953122,5
501,1708469.0,1708469,6
502,145201307.0,2174353,1
503,145201307.0,1397428439,2
504,145201307.0,144067653,3
505,145201307.0,145201307,4
506,1737486.0,144614913,1
507,1737486.0,1715597,2
508,1737486.0,1724701,3
509,1737486.0,1737486,4
510,1704861.0,1704861,1
511,94451829.0,134861178,1
512,94451829.0,1745732,2
513,94451829.0,94451829,3
514,144874163.0,49672722,1
515,144874163.0,145291370,2
516,144874163.0,144874163,3
517,1403307248.0,145610170,1
518,1403307248.0,1403307248,2
519,1722064.0,145261339,1
520,1722064.0,145065342,2
521,1722064.0,1744324,3
522,1722064.0,2239986,4
523,1722064.0,1952429,5
524,1722064.0,1722064,6
525,2327380.0,1835740,1
526,2327380.0,2327380,2
527,1729969.0,40909083,1
528,1729969.0,1729969,2
529,1401776476.0,3188669,1
530,1401776476.0,1401776476,2
531,1726885.0,1775826,1
532,1726885.0,1753360,2
533,1726885.0,2909907,3
534,1726885.0,2065868,4
535,1726885.0,1726885,5
536,37259420.0,144076691,1
537,37259420.0,145850420,2
538,37259420.0,2795420,3
539,37259420.0,37259420,4
540,1741342.0,3142068,1
541,1741342.0,1727558,2
542,1741342.0,1741342,3
543,2320845.0,2320845,1
544,35964168.0,2781191,1
545,35964168.0,144225173,2
546,35964168.0,35964168,3
547,145034579.0,1709598,1
548,145034579.0,144901372,2
549,145034579.0,145034579,3
550,144588600.0,3236698,1
551,144588600.0,3183256,2
552,144588600.0,144588600,3
553,143738288.0,47103743,1
554,143738288.0,40322210,2
555,143738288.0,1687026,3
556,143738288.0,31924596,4
557,143738288.0,143738288,5
558,1683948.0,2642475,1
559,1683948.0,2229132,2
560,1683948.0,1683948,3
561,1700101.0,1719502,1
562,1700101.0,2863089,2
563,1700101.0,1700101,3
564,145778768.0,145071454,3
565,145778768.0,145778768,4
566,20006576.0,20006576,1
567,1719502.0,2492624,1
568,1719502.0,1719502,2
569,143973622.0,143852176,1
570,143973622.0,1704506,2
571,143973622.0,49090908,3
572,143973622.0,143973622,4
573,2065868.0,1775826,1
574,2065868.0,1753360,2
575,2065868.0,2065868,3
576,50528060.0,1765860,1
577,50528060.0,50528060,2
578,145922660.0,7557701,1
579,145922660.0,2913151,2
580,145922660.0,145003266,3
581,145922660.0,1799074,4
582,145922660.0,145922660,5
583,2337345.0,3142333,5
584,2337345.0,1749530,6
585,2337345.0,3275651,7
586,2337345.0,2337345,8
587,2551824.0,1749530,1
588,2551824.0,1980152,2
589,2551824.0,2551824,3
590,9450966.0,3353049,1
591,9450966.0,50622281,2
592,9450966.0,2563577,3
593,9450966.0,145646120,4
594,9450966.0,34668304,5
595,9450966.0,9450966,6
596,1752733.0,32449042,1
597,1752733.0,145044425,2
598,1752733.0,3122063,3
599,1752733.0,1752733,4
600,33103103.0,2333241,1
601,33103103.0,31194586,2
602,33103103.0,33103103,3
603,153506584.0,2944736,1
604,153506584.0,145943779,2
605,153506584.0,153506584,3
606,2558865.0,3012858,1
607,2558865.0,145905839,2
608,2558865.0,2558865,3
609,39780534.0,48235397,1
610,39780534.0,1685613,2
611,39780534.0,39780534,3
612,1801519.0,1680944,1
613,1801519.0,38929964,2
614,1801519.0,143984593,3
615,1801519.0,1801519,4
616,37098183.0,37098183,3
617,144626042.0,1773389,1
618,144626042.0,1805612,2
619,144626042.0,144188492,3
620,144626042.0,145732981,4
621,144626042.0,144626042,5
622,2749792.0,144228596,1
623,2749792.0,2749792,2
624,1393072547.0,1399221705,1
625,1393072547.0,1393072547,2
626,4451238.0,4451238,1
627,2458590.0,4451238,1
628,2458590.0,2458590,2
629,3192956.0,50450434,1
630,3192956.0,145897166,2
631,3192956.0,3192956,3
632,1750617.0,1799574,1
633,1750617.0,144783274,2
634,1750617.0,1750617,3
635,34071005.0,1795889,1
636,34071005.0,70053552,2
637,34071005.0,34071005,3
638,1974427.0,36449498,1
639,1974427.0,33576653,2
640,1974427.0,143749902,3
641,1974427.0,2797674,4
642,1974427.0,1974427,5
643,2240075.0,1752788,1
644,2240075.0,1809056,2
645,2240075.0,1696055,3
646,2240075.0,2259954,4
647,2240075.0,145066069,5
648,2240075.0,2240075,6
649,48050586.0,34732518,1
650,48050586.0,49403051,2
651,48050586.0,48050586,3
652,144222395.0,40448872,1
653,144222395.0,1685606,2
654,144222395.0,1752720,3
655,144222395.0,1808535,4
656,144222395.0,144222395,5
657,1813870.0,2700879,1
658,1813870.0,143953122,2
659,1813870.0,1905121,3
660,1813870.0,144164612,4
661,1813870.0,2451873,5
662,1813870.0,39533577,6
663,1813870.0,1708469,7
664,1813870.0,1702051,8
665,1813870.0,1813870,9
666,1717841.0,1717841,1
667,47555516.0,48898002,1
668,47555516.0,8610628,2
669,47555516.0,16207529,3
670,47555516.0,145127145,4
671,47555516.0,47555516,5
672,145266702.0,38825181,1
673,145266702.0,40387584,2
674,145266702.0,145266702,3
675,1681236.0,1398184774,1
676,1681236.0,2345263,2
677,1681236.0,1681236,3
678,50393156.0,36476952,1
679,50393156.0,50393156,2
680,144177715.0,1712156,1
681,144177715.0,144177715,2
682,2218905.0,2724380,1
683,2218905.0,143973061,2
684,2218905.0,4072965,3
685,2218905.0,2039025,4
686,2218905.0,49363690,5
687,2218905.0,1741200,6
688,2218905.0,2218905,7
689,48345000.0,145962204,1
690,48345000.0,144979251,2
691,48345000.0,1757287,3
692,48345000.0,48345000,4
693,143653681.0,40953436,1
694,143653681.0,144692024,2
695,143653681.0,2599292,3
696,143653681.0,1699339,4
697,143653681.0,1739208,5
698,143653681.0,143653681,6
699,48178432.0,48178432,1
700,2487006.0,1687524,1
701,2487006.0,2487006,2
702,1399098133.0,2801968,1
703,1399098133.0,40113928,2
704,1399098133.0,1399098133,3
705,48609840.0,145499144,1
706,48609840.0,2120394,2
707,48609840.0,3312807,3
708,48609840.0,1681723,4
709,48609840.0,143610178,5
710,48609840.0,48609840,6
711,35350458.0,1403590804,1
712,35350458.0,2172501,2
713,35350458.0,145455227,3
714,35350458.0,35350458,4
715,1699516.0,3931784,1
716,1699516.0,3510663,2
717,1699516.0,1699516,3
718,1693894.0,49561484,1
719,1693894.0,144775461,2
720,1693894.0,1693894,3
721,1809184.0,1706673,1
722,1809184.0,1809184,2
723,1720971.0,1993785,1
724,1720971.0,1704478,2
725,1720971.0,144704832,3
726,1720971.0,1720971,4
727,2465036.0,3080828,1
728,2465036.0,49990119,2
729,2465036.0,2465036,3
730,1809851.0,1791673,1
731,1809851.0,1809851,2
732,50058816.0,2079441,1
733,50058816.0,145387780,2
734,50058816.0,50058816,3
735,50032052.0,40984420,1
736,50032052.0,144797536,2
737,50032052.0,1701028,3
738,50032052.0,50032052,4
739,2292948.0,144599770,8
740,2292948.0,38981616,9
741,2292948.0,145956785,10
742,2292948.0,145424852,11
743,2292948.0,49132427,12
744,2292948.0,2817840,13
745,2292948.0,2292948,14
746,2385424.0,2911532,1
747,2385424.0,2385424,2
748,144908066.0,1888626,1
749,144908066.0,144908066,2
750,1679223.0,1397689071,1
751,1679223.0,1679223,2
752,1705137.0,35039960,1
753,1705137.0,49279631,2
754,1705137.0,1705137,3
755,3067567.0,145439286,1
756,3067567.0,40147839,2
757,3067567.0,3067567,3
758,2757601.0,3052792,1
759,2757601.0,2978312,2
760,2757601.0,2353839,3
761,2757601.0,2757601,4
762,1721948.0,3149786,1
763,1721948.0,1721948,2
764,1409886375.0,1409886375,1
765,1782265.0,1962083,1
766,1782265.0,2549032,2
767,1782265.0,1782265,3
768,145757665.0,1743082,1
769,145757665.0,32622713,2
770,145757665.0,7446832,3
771,145757665.0,145757665,4
772,145905113.0,144035504,1
773,145905113.0,145905113,2
774,1695217.0,2012099,8
775,1695217.0,144534186,9
776,1695217.0,1695217,10
777,1700031.0,1700031,1
778,49412002.0,143934397,1
779,49412002.0,2398378,2
780,49412002.0,153410947,3
781,49412002.0,1751995,4
782,49412002.0,49412002,5
783,2783375.0,1772448,1
784,2783375.0,145993174,2
785,2783375.0,145563833,3
786,2783375.0,1722584,4
787,2783375.0,1730865,5
788,2783375.0,1714041,6
789,2783375.0,1684163,7
790,2783375.0,2783375,8
791,144839447.0,30139121,1
792,144839447.0,144839447,2
793,1958921.0,143841814,1
794,1958921.0,2050683,2
795,1958921.0,1869561,3
796,1958921.0,4213990,4
797,1958921.0,1958921,5
798,1744045.0,9423897,1
799,1744045.0,83988823,2
800,1744045.0,30889568,3
801,1744045.0,1744045,4
802,1699339.0,153005108,1
803,1699339.0,1724244,2
804,1699339.0,8004695,3
805,1699339.0,1699339,4
806,1678950.0,38930417,1
807,1678950.0,50484974,2
808,1678950.0,144403894,3
809,1678950.0,1678950,4
810,1682001.0,1727529,1
811,1682001.0,1744943,2
812,1682001.0,1682001,3
813,1735046.0,35509301,1
814,1735046.0,1735046,2
815,4503849.0,4503849,1
816,3124107.0,3124107,1
817,143747653.0,144823165,1
818,143747653.0,1794621,2
819,143747653.0,144614490,3
820,143747653.0,143747653,4
821,8187053.0,7148093,1
822,8187053.0,8187053,2
823,1680923.0,2153636,1
824,1680923.0,2706343,2
825,1680923.0,2086936,3
826,1680923.0,144704084,4
827,1680923.0,2975224,5
828,1680923.0,2831791,6
829,1680923.0,1680923,7
830,2050014.0,144111356,1
831,2050014.0,2268789,2
832,2050014.0,1700326,3
833,2050014.0,1732330,4
834,2050014.0,2081096,5
835,2050014.0,2050014,6
836,145403226.0,1401885963,1
837,145403226.0,144187067,2
838,145403226.0,145799132,3
839,145403226.0,1801789,4
840,145403226.0,1709150,5
841,145403226.0,145403226,6
842,5291479.0,2946323,1
843,5291479.0,46302441,2
844,5291479.0,145834975,3
845,5291479.0,6909715,4
846,5291479.0,4878643,5
847,5291479.0,38069207,6
848,5291479.0,5291479,7
849,2387736.0,1401148625,1
850,2387736.0,2056111,2
851,2387736.0,2387736,3
852,1686360.0,144785543,1
853,1686360.0,8016091,2
854,1686360.0,1686360,3
855,40067608.0,40067608,1
856,145339583.0,145339583,1
857,1708097.0,144076869,1
858,1708097.0,2500356,2
859,1708097.0,1734969,3
860,1708097.0,2777003,4
861,1708097.0,145570206,5
862,1708097.0,1708097,6
863,145711581.0,2275118,1
864,145711581.0,145711581,2
865,1784777.0,1864353,1
866,1784777.0,1784777,2
867,32427437.0,32427437,1
868,35208537.0,35208537,1
869,1800527.0,33888728,1
870,1800527.0,2738755,2
871,1800527.0,1800527,3
872,1394544662.0,2042391,1
873,1394544662.0,33377308,2
874,1394544662.0,145742710,3
875,1394544662.0,1394544662,4
876,1966397.0,1966397,1
877,37939982.0,37939982,1
878,2322810.0,1692867,1
879,2322810.0,49225544,2
880,2322810.0,2607497,3
881,2322810.0,2322810,4
882,1773125.0,144002883,1
883,1773125.0,143691234,2
884,1773125.0,1754182,3
885,1773125.0,1773125,4
886,1682548.0,34459632,1
887,1682548.0,1682548,2
888,1398809775.0,2532744,1
889,1398809775.0,145816817,2
890,1398809775.0,1403812963,3
891,1398809775.0,1398809775,4
892,145670946.0,37991449,1
893,145670946.0,1753269,2
894,145670946.0,1756566,3
895,145670946.0,145670946,4
896,35199790.0,1698799,1
897,35199790.0,1714634,2
898,35199790.0,35199790,3
899,2927130.0,2112668,1
900,2927130.0,2927130,2
901,1754074.0,1718269,1
902,1754074.0,1395550777,2
903,1754074.0,1754074,3
904,2633616.0,3314255,1
905,2633616.0,3086506,2
906,2633616.0,2639317,3
907,2633616.0,2633616,4
908,3232072.0,3232072,1
909,2868132.0,39517610,1
910,2868132.0,152701024,2
911,2868132.0,36064991,3
912,2868132.0,1690845,4
913,2868132.0,2868132,5
914,1762158.0,1801915,1
915,1762158.0,32434302,2
916,1762158.0,5136757,3
917,1762158.0,1762158,4
918,1715494.0,49346910,1
919,1715494.0,1709793,2
920,1715494.0,1715494,3
921,1408203017.0,1698471,1
922,1408203017.0,152328275,2
923,1408203017.0,1692768,3
924,1408203017.0,1678909,4
925,1408203017.0,122458617,5
926,1408203017.0,1824336,6
927,1408203017.0,7696295,7
928,1408203017.0,3266410,8
929,1408203017.0,153695440,9
930,1408203017.0,1398909021,10
931,1408203017.0,145036494,11
932,1408203017.0,1408203017,12
933,2087415.0,2986630,1
934,2087415.0,2499984,2
935,2087415.0,2087415,3
936,1754010.0,2767582,1
937,1754010.0,2031932,2
938,1754010.0,1723357,3
939,1754010.0,1754010,4
940,1681490.0,2467034,1
941,1681490.0,50467221,2
942,1681490.0,145094442,3
943,1681490.0,1705302,4
944,1681490.0,3347218,5
945,1681490.0,1681490,6
946,1717095.0,1868347,1
947,1717095.0,46200954,2
948,1717095.0,1717095,3
949,37370786.0,1398603383,1
950,37370786.0,37370786,2
951,35116359.0,145041674,1
952,35116359.0,145666207,2
953,35116359.0,35116359,3
954,145387780.0,39532631,1
955,145387780.0,1795528,2
956,145387780.0,145387780,3
957,1778716.0,1745144,1
958,1778716.0,1711146,2
959,1778716.0,1687896,3
960,1778716.0,1778716,4
961,1716974.0,144918359,1
962,1716974.0,49801047,2
963,1716974.0,35167270,3
964,1716974.0,1716974,4
965,70702621.0,1798566,1
966,70702621.0,3123308,2
967,70702621.0,50345009,3
968,70702621.0,2916619,4
969,70702621.0,70702621,5
970,145479841.0,2189118,1
971,145479841.0,49132427,2
972,145479841.0,1719056,3
973,145479841.0,145479841,4
974,1712422.0,2414390,1
975,1712422.0,1697247,2
976,1712422.0,2454209,3
977,1712422.0,1737216,4
978,1712422.0,1712422,5
979,46197142.0,39292798,1
980,46197142.0,38920575,2
981,46197142.0,38273752,3
982,46197142.0,144819978,4
983,46197142.0,46197142,5
984,145713383.0,3349617,1
985,145713383.0,2170172,2
986,145713383.0,145713383,3
987,1707801.0,1683595,1
988,1707801.0,1707801,2
989,39832875.0,8683396,1
990,39832875.0,5853027,2
991,39832875.0,3723881,3
